c1, c2, w, penalty, epochs
0.670175,0.935928,1,0,600
intacia, melhor_gap, melhor_fit, gap_medio, fit_medio, fobj_medio, dp, tempo(ms)
data\ORLib\OR5x100-0.75_9.dat, 0, 1.95953, 58288, 5.20848, 56356.4, 56356.4, 1.31092, 6269
data\ORLib\OR5x250-0.25_1.dat, 0, 10.9034, 52845, 15.9461, 49854, 49854, 2.19027, 19202
data\ORLib\OR5x250-0.25_10.dat, 0, 4.11303, 56534, 15.0235, 50101.3, 50101.3, 2.60244, 19202
data\ORLib\OR5x250-0.25_2.dat, 0, 13.437, 53212, 16.4411, 51365.3, 51365.3, 1.98202, 19870
data\ORLib\OR5x250-0.25_3.dat, 0, 10.2768, 55745, 16.0917, 52132.2, 52132.2, 1.78344, 19787
data\ORLib\OR5x250-0.25_4.dat, 0, 11.7098, 52500, 14.4948, 50843.9, 50843.9, 1.24697, 19312
data\ORLib\OR5x250-0.25_5.dat, 0, 7.60292, 54469, 14.9213, 50154.8, 50154.8, 2.74985, 19302
data\ORLib\OR5x250-0.25_6.dat, 0, 13.2363, 52125, 15.8852, 50533.6, 50533.6, 1.45029, 18672
data\ORLib\OR5x250-0.25_7.dat, 0, 12.7553, 52708, 15.3525, 51138.9, 51138.9, 1.32696, 19376
data\ORLib\OR5x250-0.25_8.dat, 0, 6.74453, 57326, 15.0306, 52232.4, 52232.4, 2.1123, 19045
data\ORLib\OR5x250-0.25_9.dat, 0, 7.14228, 57465, 15.7804, 52119.3, 52119.3, 2.70709, 19018
data\ORLib\OR5x250-0.50_1.dat, 0, 3.88236, 104873, 9.85596, 98355.3, 98355.3, 1.32278, 20255
data\ORLib\OR5x250-0.50_10.dat, 0, 8.63457, 97814, 10.5948, 95715.4, 95715.4, 0.742876, 20588
data\ORLib\OR5x250-0.50_2.dat, 0, 4.24887, 105174, 10.3052, 98521.6, 98521.6, 1.71859, 20414
data\ORLib\OR5x250-0.50_3.dat, 0, 3.95916, 104212, 10.4085, 97213.9, 97213.9, 1.49725, 20836
data\ORLib\OR5x250-0.50_4.dat, 0, 4.77588, 104159, 10.2214, 98202.5, 98202.5, 1.52838, 20660
data\ORLib\OR5x250-0.50_5.dat, 0, 5.50307, 104627, 9.67618, 100007, 100007, 1.15533, 20603
data\ORLib\OR5x250-0.50_6.dat, 0, 4.4823, 105314, 9.96245, 99271.8, 99271.8, 1.45813, 19733
data\ORLib\OR5x250-0.50_7.dat, 0, 6.50587, 101946, 10.2354, 97879.3, 97879.3, 1.25183, 20359
data\ORLib\OR5x250-0.50_8.dat, 0, 3.87374, 104818, 9.51092, 98671.1, 98671.1, 1.72747, 20540
data\ORLib\OR5x250-0.50_9.dat, 0, 6.00977, 103362, 10.146, 98813.3, 98813.3, 1.24086, 20211
data\ORLib\OR5x250-0.75_1.dat, 0, 2.12074, 146491, 7.06716, 139088, 139088, 2.0753, 19578
data\ORLib\OR5x250-0.75_10.dat, 0, 2.11938, 151390, 8.40389, 141670, 141670, 2.28387, 19585
data\ORLib\OR5x250-0.75_2.dat, 0, 3.09534, 151117, 8.27327, 143042, 143042, 1.83217, 19700
data\ORLib\OR5x250-0.75_3.dat, 0, 3.71583, 143785, 7.70561, 137827, 137827, 2.03046, 19658
data\ORLib\OR5x250-0.75_4.dat, 0, 2.00026, 149087, 8.48849, 139216, 139216, 2.0014, 18630
data\ORLib\OR5x250-0.75_5.dat, 0, 2.90782, 145981, 7.75202, 138698, 138698, 2.39184, 19442
data\ORLib\OR5x250-0.75_6.dat, 0, 3.52561, 144755, 8.81038, 136825, 136825, 2.13962, 19276
data\ORLib\OR5x250-0.75_7.dat, 0, 2.72329, 144560, 7.85822, 136929, 136929, 1.85305, 19024
data\ORLib\OR5x250-0.75_8.dat, 0, 1.43342, 147635, 7.97312, 137840, 137840, 2.33496, 19743
data\ORLib\OR5x250-0.75_9.dat, 0, 2.53168, 151149, 8.54251, 141828, 141828, 1.80467, 19407
data\ORLib\OR5x500-0.25_1.dat, 0, 10.3289, 107738, 17.3453, 99308, 99308, 1.73418, 38037
data\ORLib\OR5x500-0.25_10.dat, 0, 10.8593, 107608, 18.0903, 98878.9, 98878.9, 2.013, 38699
data\ORLib\OR5x500-0.25_2.dat, 0, 15.6194, 99467, 17.7312, 96977.7, 96977.7, 0.997437, 37314
data\ORLib\OR5x500-0.25_3.dat, 0, 13.0627, 105308, 17.3777, 100081, 100081, 1.27352, 37254
data\ORLib\OR5x500-0.25_4.dat, 0, 11.56, 106839, 17.8976, 99183, 99183, 1.88907, 37281
data\ORLib\OR5x500-0.25_5.dat, 0, 15.377, 103510, 17.9965, 100306, 100306, 1.38496, 38069
data\ORLib\OR5x500-0.25_6.dat, 0, 10.9044, 108718, 18.5223, 99422.4, 99422.4, 2.14433, 39216
data\ORLib\OR5x500-0.25_7.dat, 0, 14.9765, 101286, 18.3311, 97289.7, 97289.7, 1.22998, 38985
data\ORLib\OR5x500-0.25_8.dat, 0, 10.9084, 107416, 18.485, 98281, 98281, 1.82657, 38173
data\ORLib\OR5x500-0.25_9.dat, 0, 11.4133, 107709, 17.2797, 100576, 100576, 1.61072, 39124
data\ORLib\OR5x500-0.50_1.dat, 0, 9.50519, 197666, 11.4372, 193446, 193446, 0.662588, 58672
data\ORLib\OR5x500-0.50_10.dat, 0, 8.76347, 200464, 11.6001, 194231, 194231, 0.684966, 59028
data\ORLib\OR5x500-0.50_2.dat, 0, 9.26393, 200710, 11.5803, 195586, 195586, 0.812159, 59474
data\ORLib\OR5x500-0.50_3.dat, 0, 8.68798, 198642, 11.8315, 191804, 191804, 0.974781, 59319
data\ORLib\OR5x500-0.50_4.dat, 0, 8.84595, 203784, 11.6, 197627, 197627, 1.02917, 59081
data\ORLib\OR5x500-0.50_5.dat, 0, 6.62751, 204454, 11.6608, 193433, 193433, 1.26647, 59377
data\ORLib\OR5x500-0.50_6.dat, 0, 8.26645, 202300, 11.729, 194664, 194664, 1.00192, 57727
data\ORLib\OR5x500-0.50_7.dat, 0, 7.35946, 203799, 11.7058, 194237, 194237, 1.07869, 58286
data\ORLib\OR5x500-0.50_8.dat, 0, 7.99991, 200758, 11.544, 193024, 193024, 0.933251, 57296
data\ORLib\OR5x500-0.50_9.dat, 0, 10.1352, 194985, 11.9887, 190964, 190964, 0.600575, 57814
data\ORLib\OR5x500-0.75_1.dat, 0, 4.88121, 281388, 14.1257, 254040, 254040, 4.12874, 53178
data\ORLib\OR5x500-0.75_10.dat, 0, 3.42803, 289629, 13.6427, 258994, 258994, 3.97039, 53642
data\ORLib\OR5x500-0.75_2.dat, 0, 7.173, 285987, 13.8725, 265347, 265347, 3.24377, 52843
data\ORLib\OR5x500-0.75_3.dat, 0, 2.66281, 291813, 14.8691, 255219, 255219, 4.12884, 54233
data\ORLib\OR5x500-0.75_4.dat, 0, 7.66869, 282977, 14.8338, 261017, 261017, 3.21563, 53183
data\ORLib\OR5x500-0.75_5.dat, 0, 4.23584, 287620, 14.0694, 258086, 258086, 4.54933, 55461
data\ORLib\OR5x500-0.75_6.dat, 0, 7.04132, 281266, 13.9247, 260439, 260439, 3.74638, 54432
data\ORLib\OR5x500-0.75_7.dat, 0, 6.2126, 282618, 13.9651, 259257, 259257, 3.82549, 52511
data\ORLib\OR5x500-0.75_8.dat, 0, 5.98883, 288101, 13.1307, 266215, 266215, 3.86477, 53877
data\ORLib\OR5x500-0.75_9.dat, 0, 3.91047, 290986, 12.4299, 265187, 265187, 4.20129, 53870
