Sem restricao da velocidade, w dinamico. penalidade NAo dinamica.

c1, c2, w, penalty, epochs
0.601321,1.7986,1,329.594,600
intacia, melhor_gap, melhor_fit, gap_medio, fit_medio, fobj_medio, dp, tempo(ms)
data\ORLib\OR5x100-0.50_9.dat, 0, 1.94517, 42596, 7.25121, 40291, 40291, 1.54731, 6728
data\ORLib\OR5x100-0.75_1.dat, 0, 1.28715, 59052, 5.21297, 56703.5, 56703.5, 1.66369, 6594
data\ORLib\OR5x100-0.75_10.dat, 0, 1.13733, 59283, 4.95339, 56994.7, 56994.7, 1.42934, 6873
data\ORLib\OR5x100-0.75_2.dat, 0, 0.974533, 61476, 5.09147, 58920.2, 58920.2, 1.6274, 6457
data\ORLib\OR5x100-0.75_3.dat, 0, 1.65881, 58810, 5.29246, 56637, 56637, 1.58918, 6490
data\ORLib\OR5x100-0.75_4.dat, 0, 2.99773, 58666, 5.16174, 57357.2, 57357.2, 1.17291, 6584
data\ORLib\OR5x100-0.75_5.dat, 0, 1.37827, 60249, 5.76277, 57570.5, 57570.5, 1.41861, 6549
data\ORLib\OR5x100-0.75_6.dat, 0, 1.09228, 58315, 4.40119, 56364.1, 56364.1, 1.72835, 6475
data\ORLib\OR5x100-0.75_7.dat, 0, 1.39101, 60682, 5.0462, 58432.7, 58432.7, 1.328, 6444
data\ORLib\OR5x100-0.75_8.dat, 0, 0.988297, 60912, 5.18915, 58327.6, 58327.6, 1.44952, 6495
data\ORLib\OR5x100-0.75_9.dat, 0, 1.53398, 58541, 5.51489, 56174.2, 56174.2, 1.20285, 6586
data\ORLib\OR5x250-0.25_1.dat, 0, 13.2216, 51470, 17.0594, 49193.7, 49193.7, 1.7631, 19848
data\ORLib\OR5x250-0.25_10.dat, 0, 11.971, 51901, 15.7931, 49647.5, 49647.5, 1.87382, 19157
data\ORLib\OR5x250-0.25_2.dat, 0, 10.6748, 54910, 16.1027, 51573.3, 51573.3, 2.02469, 19213
data\ORLib\OR5x250-0.25_3.dat, 0, 8.72686, 56708, 16.7525, 51721.7, 51721.7, 2.33202, 19323
data\ORLib\OR5x250-0.25_4.dat, 0, 12.1639, 52230, 14.786, 50670.8, 50670.8, 1.56877, 20790
data\ORLib\OR5x250-0.25_5.dat, 0, 12.2271, 51743, 15.2507, 49960.6, 49960.6, 1.74664, 20582
data\ORLib\OR5x250-0.25_6.dat, 0, 10.7862, 53597, 15.4397, 50801.3, 50801.3, 1.74291, 19604
data\ORLib\OR5x250-0.25_7.dat, 0, 12.0899, 53110, 15.5856, 50998.1, 50998.1, 1.87295, 20533
data\ORLib\OR5x250-0.25_8.dat, 0, 7.71408, 56730, 15.3115, 52059.7, 52059.7, 2.4302, 19368
data\ORLib\OR5x250-0.25_9.dat, 0, 12.7592, 53989, 16.4226, 51721.9, 51721.9, 1.81033, 20328
data\ORLib\OR5x250-0.50_1.dat, 0, 6.54666, 101966, 9.79586, 98420.8, 98420.8, 1.02249, 20767
data\ORLib\OR5x250-0.50_10.dat, 0, 4.61993, 102112, 10.1678, 96172.6, 96172.6, 1.49592, 19420
data\ORLib\OR5x250-0.50_2.dat, 0, 5.47337, 103829, 10.7501, 98033, 98033, 1.45074, 20764
data\ORLib\OR5x250-0.50_3.dat, 0, 5.81524, 102198, 10.7929, 96796.8, 96796.8, 1.14489, 20802
data\ORLib\OR5x250-0.50_4.dat, 0, 8.89992, 99648, 10.6384, 97746.4, 97746.4, 0.70285, 20482
data\ORLib\OR5x250-0.50_5.dat, 0, 4.7724, 105436, 9.26785, 100459, 100459, 1.73412, 20174
data\ORLib\OR5x250-0.50_6.dat, 0, 4.5866, 105199, 9.95021, 99285.3, 99285.3, 1.4154, 20464
data\ORLib\OR5x250-0.50_7.dat, 0, 4.26999, 104384, 10.2497, 97863.7, 97863.7, 1.40408, 20573
data\ORLib\OR5x250-0.50_8.dat, 0, 8.42428, 99856, 9.90942, 98236.6, 98236.6, 0.600975, 19953
data\ORLib\OR5x250-0.50_9.dat, 0, 5.06133, 104405, 10.0553, 98913, 98913, 1.32371, 20591
data\ORLib\OR5x250-0.75_1.dat, 0, 1.34567, 147651, 8.0433, 137627, 137627, 2.42168, 19217
data\ORLib\OR5x250-0.75_10.dat, 0, 2.67864, 150525, 8.78152, 141086, 141086, 2.32517, 20140
data\ORLib\OR5x250-0.75_2.dat, 0, 3.43457, 150588, 8.95584, 141978, 141978, 2.18106, 19524
data\ORLib\OR5x250-0.75_3.dat, 0, 2.54798, 145529, 7.89276, 137547, 137547, 2.25453, 19835
data\ORLib\OR5x250-0.75_4.dat, 0, 3.09472, 147422, 8.32409, 139467, 139467, 2.66282, 19605
data\ORLib\OR5x250-0.75_5.dat, 0, 4.73885, 143228, 8.73906, 137214, 137214, 1.45679, 19225
data\ORLib\OR5x250-0.75_6.dat, 0, 2.07471, 146932, 8.69037, 137006, 137006, 2.47124, 19642
data\ORLib\OR5x250-0.75_7.dat, 0, 2.68628, 144615, 8.52766, 135934, 135934, 2.77025, 19780
data\ORLib\OR5x250-0.75_8.dat, 0, 2.29667, 146342, 8.75951, 136662, 136662, 2.35757, 19520
data\ORLib\OR5x250-0.75_9.dat, 0, 3.03144, 150374, 8.73717, 141526, 141526, 2.14533, 19912
data\ORLib\OR5x500-0.25_1.dat, 0, 13.5483, 103870, 17.6993, 98882.7, 98882.7, 1.60835, 38331
data\ORLib\OR5x500-0.25_10.dat, 0, 14.9581, 102660, 18.7044, 98137.6, 98137.6, 1.39778, 37632
data\ORLib\OR5x500-0.25_2.dat, 0, 13.8303, 101576, 18.3505, 96247.7, 96247.7, 1.61952, 38820
data\ORLib\OR5x500-0.25_3.dat, 0, 14.0418, 104122, 17.3965, 100059, 100059, 1.73557, 40244
data\ORLib\OR5x500-0.25_4.dat, 0, 14.1245, 103741, 18.6197, 98310.6, 98310.6, 1.37032, 38465
data\ORLib\OR5x500-0.25_5.dat, 0, 15.0484, 103912, 18.4478, 99753.9, 99753.9, 1.41417, 37756
data\ORLib\OR5x500-0.25_6.dat, 0, 17.3023, 100911, 20.1838, 97394.9, 97394.9, 1.04781, 36970
data\ORLib\OR5x500-0.25_7.dat, 0, 15.3785, 100807, 18.2211, 97420.8, 97420.8, 1.47394, 39850
data\ORLib\OR5x500-0.25_8.dat, 0, 14.153, 103504, 18.9894, 97672.9, 97672.9, 1.87959, 39460
data\ORLib\OR5x500-0.25_9.dat, 0, 12.9044, 105896, 18.173, 99490.2, 99490.2, 1.62048, 38075
data\ORLib\OR5x500-0.50_1.dat, 0, 9.15633, 198428, 11.4315, 193458, 193458, 0.744218, 42828
data\ORLib\OR5x500-0.50_10.dat, 0, 8.04391, 202045, 11.3714, 194734, 194734, 0.878424, 42708
data\ORLib\OR5x500-0.50_2.dat, 0, 8.55598, 202276, 11.5536, 195645, 195645, 0.951718, 40709
data\ORLib\OR5x500-0.50_3.dat, 0, 8.57306, 198892, 11.7434, 191995, 191995, 0.96587, 42530
data\ORLib\OR5x500-0.50_4.dat, 0, 6.01897, 210104, 11.6631, 197486, 197486, 1.16284, 40706
data\ORLib\OR5x500-0.50_5.dat, 0, 11.1739, 194499, 12.1375, 192389, 192389, 0.403158, 42845
data\ORLib\OR5x500-0.50_6.dat, 0, 7.55135, 203877, 11.6185, 194908, 194908, 1.33491, 42649
data\ORLib\OR5x500-0.50_7.dat, 0, 6.74988, 205140, 11.7732, 194089, 194089, 1.13704, 42654
data\ORLib\OR5x500-0.50_8.dat, 0, 9.1891, 198163, 11.6702, 192749, 192749, 0.786271, 40848
data\ORLib\OR5x500-0.50_9.dat, 0, 9.26785, 196867, 11.8013, 191370, 191370, 0.818638, 41204
data\ORLib\OR5x500-0.75_1.dat, 0, 6.70423, 275995, 14.8336, 251946, 251946, 3.27247, 39035
data\ORLib\OR5x500-0.75_10.dat, 0, 6.14284, 281487, 14.0262, 257844, 257844, 4.30402, 39638
data\ORLib\OR5x500-0.75_2.dat, 0, 3.94468, 295933, 13.0589, 267853, 267853, 5.16137, 38448
data\ORLib\OR5x500-0.75_3.dat, 0, 6.50042, 280308, 15.4036, 253617, 253617, 3.63633, 37681
data\ORLib\OR5x500-0.75_4.dat, 0, 6.10382, 287773, 13.4731, 265188, 265188, 4.23613, 41089
data\ORLib\OR5x500-0.75_5.dat, 0, 4.10266, 288020, 14.2126, 257656, 257656, 3.7851, 38404
data\ORLib\OR5x500-0.75_6.dat, 0, 7.79123, 278997, 15.029, 257098, 257098, 3.37938, 38421
data\ORLib\OR5x500-0.75_7.dat, 0, 5.63419, 284361, 13.7897, 259785, 259785, 4.40392, 39009
data\ORLib\OR5x500-0.75_8.dat, 0, 4.28743, 293315, 13.1976, 266009, 266009, 4.23654, 39646
data\ORLib\OR5x500-0.75_9.dat, 0, 6.01232, 284621, 14.8965, 257717, 257717, 3.71409, 39629
